tac_doc_id,tac_sentence_id,sentence,indexed_tokens,subj_start,subj_end,obj_start,obj_end,assessment,alt_subj_start,alt_subj_end,alt_obj_start,alt_obj_end
APW_ENG_20090826.0031,098f60af8fc10a129cb2,"ANADARKO, Oklahoma 2009-08-26 00:22:04 UTC Daniels made the 60-mile (96-kilometer) from Oklahoma City every week to preach, even though the church had no regular congregation.","[(0, 'ANADARKO'), (1, ','), (2, 'Oklahoma'), (3, '2009-08-26'), (4, '00:22:04'), (5, 'UTC'), (6, 'Daniels'), (7, 'made'), (8, 'the'), (9, '60-mile'), (10, '-LRB-'), (11, '96-kilometer'), (12, '-RRB-'), (13, 'from'), (14, 'Oklahoma'), (15, 'City'), (16, 'every'), (17, 'week'), (18, 'to'), (19, 'preach'), (20, ','), (21, 'even'), (22, 'though'), (23, 'the'), (24, 'church'), (25, 'had'), (26, 'no'), (27, 'regular'), (28, 'congregation'), (29, '.')]",6,6,2,2,,,,,
NYT_ENG_20100226.0049,098f60af8f870652784c,"He is survived by his son, Terry, of Temecula, Calif; his daughters, Carol Daniels of Morro Bay, Calif, and Julie Jones of La Mesa, Calif; three grandchildren; and a great-granddaughter.","[(0, 'He'), (1, 'is'), (2, 'survived'), (3, 'by'), (4, 'his'), (5, 'son'), (6, ','), (7, 'Terry'), (8, ','), (9, 'of'), (10, 'Temecula'), (11, ','), (12, 'Calif'), (13, ';'), (14, 'his'), (15, 'daughters'), (16, ','), (17, 'Carol'), (18, 'Daniels'), (19, 'of'), (20, 'Morro'), (21, 'Bay'), (22, ','), (23, 'Calif'), (24, ','), (25, 'and'), (26, 'Julie'), (27, 'Jones'), (28, 'of'), (29, 'La'), (30, 'Mesa'), (31, ','), (32, 'Calif'), (33, ';'), (34, 'three'), (35, 'grandchildren'), (36, ';'), (37, 'and'), (38, 'a'), (39, 'great-granddaughter'), (40, '.')]",17,18,20,21,,,,,
AFP_ENG_20100531.0134,098f60af8ff803b56774,"The Italian court came under harsh criticism from many who felt Knox, a native of Seattle, Washington, was convicted only on circumstantial evidence and that the Italian press, which jurors were free to read, had assassinated her character.","[(0, 'The'), (1, 'Italian'), (2, 'court'), (3, 'came'), (4, 'under'), (5, 'harsh'), (6, 'criticism'), (7, 'from'), (8, 'many'), (9, 'who'), (10, 'felt'), (11, 'Knox'), (12, ','), (13, 'a'), (14, 'native'), (15, 'of'), (16, 'Seattle'), (17, ','), (18, 'Washington'), (19, ','), (20, 'was'), (21, 'convicted'), (22, 'only'), (23, 'on'), (24, 'circumstantial'), (25, 'evidence'), (26, 'and'), (27, 'that'), (28, 'the'), (29, 'Italian'), (30, 'press'), (31, ','), (32, 'which'), (33, 'jurors'), (34, 'were'), (35, 'free'), (36, 'to'), (37, 'read'), (38, ','), (39, 'had'), (40, 'assassinated'), (41, 'her'), (42, 'character'), (43, '.')]",11,11,16,16,,,,,
APW_ENG_20101207.0826,098f60af8f2a93df62a1,"Ecoffey told jurors that he and another federal agent met with Graham in April 1994 in Yellowknife, the city in northwest Canada where Graham lived at the time.","[(0, 'Ecoffey'), (1, 'told'), (2, 'jurors'), (3, 'that'), (4, 'he'), (5, 'and'), (6, 'another'), (7, 'federal'), (8, 'agent'), (9, 'met'), (10, 'with'), (11, 'Graham'), (12, 'in'), (13, 'April'), (14, '1994'), (15, 'in'), (16, 'Yellowknife'), (17, ','), (18, 'the'), (19, 'city'), (20, 'in'), (21, 'northwest'), (22, 'Canada'), (23, 'where'), (24, 'Graham'), (25, 'lived'), (26, 'at'), (27, 'the'), (28, 'time'), (29, '.')]",24,24,16,16,,,,,
AFP_ENG_20100513.0231,098f60af8fc334f6a378,"The ministry refused to reveal the surname of the boy, who hails from the southern city of Tilburg, to protect the family's privacy, but a regional daily newspaper said he was probably Ruben van Assouw.","[(0, 'The'), (1, 'ministry'), (2, 'refused'), (3, 'to'), (4, 'reveal'), (5, 'the'), (6, 'surname'), (7, 'of'), (8, 'the'), (9, 'boy'), (10, ','), (11, 'who'), (12, 'hails'), (13, 'from'), (14, 'the'), (15, 'southern'), (16, 'city'), (17, 'of'), (18, 'Tilburg'), (19, ','), (20, 'to'), (21, 'protect'), (22, 'the'), (23, 'family'), (24, ""'s""), (25, 'privacy'), (26, ','), (27, 'but'), (28, 'a'), (29, 'regional'), (30, 'daily'), (31, 'newspaper'), (32, 'said'), (33, 'he'), (34, 'was'), (35, 'probably'), (36, 'Ruben'), (37, 'van'), (38, 'Assouw'), (39, '.')]",36,38,18,18,,,,,
APW_ENG_20080510.0125.LDC2009T13,098f60af8fb709e21bfe,"Jamie Leigh Jones filed a federal lawsuit last year, saying she was attacked while working for a Halliburton Co. subsidiary at Camp Hope, Baghdad, in 2005.","[(0, 'Jamie'), (1, 'Leigh'), (2, 'Jones'), (3, 'filed'), (4, 'a'), (5, 'federal'), (6, 'lawsuit'), (7, 'last'), (8, 'year'), (9, ','), (10, 'saying'), (11, 'she'), (12, 'was'), (13, 'attacked'), (14, 'while'), (15, 'working'), (16, 'for'), (17, 'a'), (18, 'Halliburton'), (19, 'Co.'), (20, 'subsidiary'), (21, 'at'), (22, 'Camp'), (23, 'Hope'), (24, ','), (25, 'Baghdad'), (26, ','), (27, 'in'), (28, '2005'), (29, '.')]",0,2,25,25,,,,,
APW_ENG_20090612.1018,098f60af8ff7cb99f3d3,"They say she opened the door for her roommate , 21-year-old Amanda Knox of Seattle, and her Italian boyfriend, Raffaele Sollecito.","[(0, 'They'), (1, 'say'), (2, 'she'), (3, 'opened'), (4, 'the'), (5, 'door'), (6, 'for'), (7, 'her'), (8, 'roommate'), (9, ','), (10, '21-year-old'), (11, 'Amanda'), (12, 'Knox'), (13, 'of'), (14, 'Seattle'), (15, ','), (16, 'and'), (17, 'her'), (18, 'Italian'), (19, 'boyfriend'), (20, ','), (21, 'Raffaele'), (22, 'Sollecito'), (23, '.')]",11,12,14,14,,,,,
NYT_ENG_20100614.0031,098f60af8fc3fe46d089,"In the 14 years after her daughter was born, Hagemo had a second daughter, divorced and moved near her mother in Minneapolis.","[(0, 'In'), (1, 'the'), (2, '14'), (3, 'years'), (4, 'after'), (5, 'her'), (6, 'daughter'), (7, 'was'), (8, 'born'), (9, ','), (10, 'Hagemo'), (11, 'had'), (12, 'a'), (13, 'second'), (14, 'daughter'), (15, ','), (16, 'divorced'), (17, 'and'), (18, 'moved'), (19, 'near'), (20, 'her'), (21, 'mother'), (22, 'in'), (23, 'Minneapolis'), (24, '.')]",20,20,23,23,,,,,
APW_ENG_20101120.0668,098f60af8f759af66e8d,"He said his wife was picking fruit in an orchard in their village of Attian Wali, west of the Punjab provincial capital of Lahore, when she went to fetch some water for the group.","[(0, 'He'), (1, 'said'), (2, 'his'), (3, 'wife'), (4, 'was'), (5, 'picking'), (6, 'fruit'), (7, 'in'), (8, 'an'), (9, 'orchard'), (10, 'in'), (11, 'their'), (12, 'village'), (13, 'of'), (14, 'Attian'), (15, 'Wali'), (16, ','), (17, 'west'), (18, 'of'), (19, 'the'), (20, 'Punjab'), (21, 'provincial'), (22, 'capital'), (23, 'of'), (24, 'Lahore'), (25, ','), (26, 'when'), (27, 'she'), (28, 'went'), (29, 'to'), (30, 'fetch'), (31, 'some'), (32, 'water'), (33, 'for'), (34, 'the'), (35, 'group'), (36, '.')]",27,27,14,15,,,,,
AFP_ENG_20100515.0242,098f60af8f64f9da8252,"Upon landing, the boy identified by the foreign ministry only as Ruben from Tilburg in the southern Netherlands and more fully as Ruben van Assouw by Dutch media, was taken by ambulance with two doctors and a nurse to hospital.","[(0, 'Upon'), (1, 'landing'), (2, ','), (3, 'the'), (4, 'boy'), (5, 'identified'), (6, 'by'), (7, 'the'), (8, 'foreign'), (9, 'ministry'), (10, 'only'), (11, 'as'), (12, 'Ruben'), (13, 'from'), (14, 'Tilburg'), (15, 'in'), (16, 'the'), (17, 'southern'), (18, 'Netherlands'), (19, 'and'), (20, 'more'), (21, 'fully'), (22, 'as'), (23, 'Ruben'), (24, 'van'), (25, 'Assouw'), (26, 'by'), (27, 'Dutch'), (28, 'media'), (29, ','), (30, 'was'), (31, 'taken'), (32, 'by'), (33, 'ambulance'), (34, 'with'), (35, 'two'), (36, 'doctors'), (37, 'and'), (38, 'a'), (39, 'nurse'), (40, 'to'), (41, 'hospital'), (42, '.')]",23,25,14,14,,,,,
AFP_ENG_20100513.0477,098f60af8f8528615354,"He told her he was Ruben, nine years old, from the city of Tilburg ,"" Prommersberger said.","[(0, 'He'), (1, 'told'), (2, 'her'), (3, 'he'), (4, 'was'), (5, 'Ruben'), (6, ','), (7, 'nine'), (8, 'years'), (9, 'old'), (10, ','), (11, 'from'), (12, 'the'), (13, 'city'), (14, 'of'), (15, 'Tilburg'), (16, ','), (17, ""''""), (18, 'Prommersberger'), (19, 'said'), (20, '.')]",5,5,15,15,,,,,
APW_ENG_20070926.0270.LDC2009T13,098f60af8f74177494ad,"Lomax recalls when, at age 13, his mother moved him and his five brothers and sisters from Los Angeles, California, to Tuskegee, Alabama, to cover the civil rights movement for Nation magazine.","[(0, 'Lomax'), (1, 'recalls'), (2, 'when'), (3, ','), (4, 'at'), (5, 'age'), (6, '13'), (7, ','), (8, 'his'), (9, 'mother'), (10, 'moved'), (11, 'him'), (12, 'and'), (13, 'his'), (14, 'five'), (15, 'brothers'), (16, 'and'), (17, 'sisters'), (18, 'from'), (19, 'Los'), (20, 'Angeles'), (21, ','), (22, 'California'), (23, ','), (24, 'to'), (25, 'Tuskegee'), (26, ','), (27, 'Alabama'), (28, ','), (29, 'to'), (30, 'cover'), (31, 'the'), (32, 'civil'), (33, 'rights'), (34, 'movement'), (35, 'for'), (36, 'Nation'), (37, 'magazine'), (38, '.')]",8,8,19,20,,,,,
AFP_ENG_20100124.0348,098f60af8fc6dfd69c8d,"Wen's sister-in-law, Xie Caiping, was sentenced to 18 years in prison last year for running up to 20 gambling dens in Chongqing hotels and paying off police to turn a blind eye to her criminal activities that included illegal drug use.","[(0, 'Wen'), (1, ""'s""), (2, 'sister-in-law'), (3, ','), (4, 'Xie'), (5, 'Caiping'), (6, ','), (7, 'was'), (8, 'sentenced'), (9, 'to'), (10, '18'), (11, 'years'), (12, 'in'), (13, 'prison'), (14, 'last'), (15, 'year'), (16, 'for'), (17, 'running'), (18, 'up'), (19, 'to'), (20, '20'), (21, 'gambling'), (22, 'dens'), (23, 'in'), (24, 'Chongqing'), (25, 'hotels'), (26, 'and'), (27, 'paying'), (28, 'off'), (29, 'police'), (30, 'to'), (31, 'turn'), (32, 'a'), (33, 'blind'), (34, 'eye'), (35, 'to'), (36, 'her'), (37, 'criminal'), (38, 'activities'), (39, 'that'), (40, 'included'), (41, 'illegal'), (42, 'drug'), (43, 'use'), (44, '.')]",4,5,24,24,,,,,
NYT_ENG_20100224.0092,098f60af8f3f7e447f4b,"Raised in Queens, he moved to Connecticut in his late 20s after eight years working in Manhattan as an apprentice at a printer and as a store detective in Times Square - a job he said he hated.","[(0, 'Raised'), (1, 'in'), (2, 'Queens'), (3, ','), (4, 'he'), (5, 'moved'), (6, 'to'), (7, 'Connecticut'), (8, 'in'), (9, 'his'), (10, 'late'), (11, '20s'), (12, 'after'), (13, 'eight'), (14, 'years'), (15, 'working'), (16, 'in'), (17, 'Manhattan'), (18, 'as'), (19, 'an'), (20, 'apprentice'), (21, 'at'), (22, 'a'), (23, 'printer'), (24, 'and'), (25, 'as'), (26, 'a'), (27, 'store'), (28, 'detective'), (29, 'in'), (30, 'Times'), (31, 'Square'), (32, '--'), (33, 'a'), (34, 'job'), (35, 'he'), (36, 'said'), (37, 'he'), (38, 'hated'), (39, '.')]",37,37,2,2,,,,,
AFP_ENG_20091103.0655,098f60af8fb63835496f,"Xie is the sister-in-law of the former head of Chongqing's judiciary, Wen Qiang, who is at the centre of the crackdown.","[(0, 'Xie'), (1, 'is'), (2, 'the'), (3, 'sister-in-law'), (4, 'of'), (5, 'the'), (6, 'former'), (7, 'head'), (8, 'of'), (9, 'Chongqing'), (10, ""'s""), (11, 'judiciary'), (12, ','), (13, 'Wen'), (14, 'Qiang'), (15, ','), (16, 'who'), (17, 'is'), (18, 'at'), (19, 'the'), (20, 'centre'), (21, 'of'), (22, 'the'), (23, 'crackdown'), (24, '.')]",13,14,9,9,,,,,
NYT_ENG_20100128.0046,098f60af8f2562fae8e2,"He is also survived by his parents and a sister, Karen Lange, of Washington, and a brother, Adam Lange, of St. Louis.","[(0, 'He'), (1, 'is'), (2, 'also'), (3, 'survived'), (4, 'by'), (5, 'his'), (6, 'parents'), (7, 'and'), (8, 'a'), (9, 'sister'), (10, ','), (11, 'Karen'), (12, 'Lange'), (13, ','), (14, 'of'), (15, 'Washington'), (16, ','), (17, 'and'), (18, 'a'), (19, 'brother'), (20, ','), (21, 'Adam'), (22, 'Lange'), (23, ','), (24, 'of'), (25, 'St.'), (26, 'Louis'), (27, '.')]",21,22,25,26,,,,,
APW_ENG_20101017.0230,098f60af8f2fec21352d,"Instead, the book focuses on Knox's personality, her childhood in Seattle, her hopes for post-prison life.","[(0, 'Instead'), (1, ','), (2, 'the'), (3, 'book'), (4, 'focuses'), (5, 'on'), (6, 'Knox'), (7, ""'s""), (8, 'personality'), (9, ','), (10, 'her'), (11, 'childhood'), (12, 'in'), (13, 'Seattle'), (14, ','), (15, 'her'), (16, 'hopes'), (17, 'for'), (18, 'post-prison'), (19, 'life'), (20, '.')]",6,6,13,13,,,,,
WPB_ENG_20100709.0003,098f60af8fab91e45d5c,"Among prisoners notably not mentioned for release on Wednesday was Alan Gross of Potomac, Md","[(0, 'Among'), (1, 'prisoners'), (2, 'notably'), (3, 'not'), (4, 'mentioned'), (5, 'for'), (6, 'release'), (7, 'on'), (8, 'Wednesday'), (9, 'was'), (10, 'Alan'), (11, 'Gross'), (12, 'of'), (13, 'Potomac'), (14, ','), (15, 'Md')]",10,11,13,13,,,,,
APW_ENG_20100525.0786,098f60af8f70c10e0a47,"Herold's 200-pound (90-kilogram) chimpanzee, Travis, went berserk in February 2009 after Herold asked her friend, Charla Nash, to help lure it back into her house in Stamford.","[(0, 'Herold'), (1, ""'s""), (2, '200-pound'), (3, '-LRB-'), (4, '90-kilogram'), (5, '-RRB-'), (6, 'chimpanzee'), (7, ','), (8, 'Travis'), (9, ','), (10, 'went'), (11, 'berserk'), (12, 'in'), (13, 'February'), (14, '2009'), (15, 'after'), (16, 'Herold'), (17, 'asked'), (18, 'her'), (19, 'friend'), (20, ','), (21, 'Charla'), (22, 'Nash'), (23, ','), (24, 'to'), (25, 'help'), (26, 'lure'), (27, 'it'), (28, 'back'), (29, 'into'), (30, 'her'), (31, 'house'), (32, 'in'), (33, 'Stamford'), (34, '.')]",30,30,33,33,,,,,
APW_ENG_20090831.1303,098f60af8faedae320bc,"Not very many pastors are that committed to their ministry ,"" Elder Steve Taplin said of Daniels, who traveled 60 miles from Oklahoma City every Sunday to the Worthy Temple Christ Holy Sanctified Church in Anadarko.","[(0, 'Not'), (1, 'very'), (2, 'many'), (3, 'pastors'), (4, 'are'), (5, 'that'), (6, 'committed'), (7, 'to'), (8, 'their'), (9, 'ministry'), (10, ','), (11, ""''""), (12, 'Elder'), (13, 'Steve'), (14, 'Taplin'), (15, 'said'), (16, 'of'), (17, 'Daniels'), (18, ','), (19, 'who'), (20, 'traveled'), (21, '60'), (22, 'miles'), (23, 'from'), (24, 'Oklahoma'), (25, 'City'), (26, 'every'), (27, 'Sunday'), (28, 'to'), (29, 'the'), (30, 'Worthy'), (31, 'Temple'), (32, 'Christ'), (33, 'Holy'), (34, 'Sanctified'), (35, 'Church'), (36, 'in'), (37, 'Anadarko'), (38, '.')]",17,17,24,25,,,,,
APW_ENG_20091205.0477,098f60af8f8def4f4cc4,"Knox, a college student from Seattle, was tired and upset following the midnight verdict and sentence of 26 years in prison, according to family members and a lawyer who saw her.","[(0, 'Knox'), (1, ','), (2, 'a'), (3, 'college'), (4, 'student'), (5, 'from'), (6, 'Seattle'), (7, ','), (8, 'was'), (9, 'tired'), (10, 'and'), (11, 'upset'), (12, 'following'), (13, 'the'), (14, 'midnight'), (15, 'verdict'), (16, 'and'), (17, 'sentence'), (18, 'of'), (19, '26'), (20, 'years'), (21, 'in'), (22, 'prison'), (23, ','), (24, 'according'), (25, 'to'), (26, 'family'), (27, 'members'), (28, 'and'), (29, 'a'), (30, 'lawyer'), (31, 'who'), (32, 'saw'), (33, 'her'), (34, '.')]",0,0,6,6,,,,,
WPB_ENG_20101125.0017,098f60af8f76588d98fe,"""We are frightened ,"" Bibi's husband, Ashiq Masih, a brickmaker, told reporters in Islamabad on Wednesday.","[(0, '``'), (1, 'We'), (2, 'are'), (3, 'frightened'), (4, ','), (5, ""''""), (6, 'Bibi'), (7, ""'s""), (8, 'husband'), (9, ','), (10, 'Ashiq'), (11, 'Masih'), (12, ','), (13, 'a'), (14, 'brickmaker'), (15, ','), (16, 'told'), (17, 'reporters'), (18, 'in'), (19, 'Islamabad'), (20, 'on'), (21, 'Wednesday'), (22, '.')]",6,6,19,19,,,,,
AFP_ENG_20100514.0805,098f60af8feafc68003c,"The other nine missionaries arrested were all released and allowed to return to the United States, but Silsby, the leader of the group, remained detained in Port-au-Prince.","[(0, 'The'), (1, 'other'), (2, 'nine'), (3, 'missionaries'), (4, 'arrested'), (5, 'were'), (6, 'all'), (7, 'released'), (8, 'and'), (9, 'allowed'), (10, 'to'), (11, 'return'), (12, 'to'), (13, 'the'), (14, 'United'), (15, 'States'), (16, ','), (17, 'but'), (18, 'Silsby'), (19, ','), (20, 'the'), (21, 'leader'), (22, 'of'), (23, 'the'), (24, 'group'), (25, ','), (26, 'remained'), (27, 'detained'), (28, 'in'), (29, 'Port-au-Prince'), (30, '.')]",18,18,29,29,,,,,
eng-NG-31-138139-9803557,098f60af8f22fb11c628,"Jamie Leigh Jones was a young military wife, just 19 when she began working at KBR as an administrative assistant in Houston.","[(0, 'Jamie'), (1, 'Leigh'), (2, 'Jones'), (3, 'was'), (4, 'a'), (5, 'young'), (6, 'military'), (7, 'wife'), (8, ','), (9, 'just'), (10, '19'), (11, 'when'), (12, 'she'), (13, 'began'), (14, 'working'), (15, 'at'), (16, 'KBR'), (17, 'as'), (18, 'an'), (19, 'administrative'), (20, 'assistant'), (21, 'in'), (22, 'Houston'), (23, '.')]",0,2,22,22,,,,,
APW_ENG_20100515.0317,098f60af8f49d999c962,Regional Dutch broadcaster Omroep Brabant reported Ruben has been taken to the St Elizabeth Hospital in his hometown of Tilburg for further treatment.,"[(0, 'Regional'), (1, 'Dutch'), (2, 'broadcaster'), (3, 'Omroep'), (4, 'Brabant'), (5, 'reported'), (6, 'Ruben'), (7, 'has'), (8, 'been'), (9, 'taken'), (10, 'to'), (11, 'the'), (12, 'St'), (13, 'Elizabeth'), (14, 'Hospital'), (15, 'in'), (16, 'his'), (17, 'hometown'), (18, 'of'), (19, 'Tilburg'), (20, 'for'), (21, 'further'), (22, 'treatment'), (23, '.')]",6,6,19,19,,,,,
APW_ENG_20090614.0180,098f60af8fc5a8c2562b,"Villagers told the military that they saw Vagni taking a bath under guard later Thursday in a coastal area in Jolo's Parang township, about 3 miles (5 kilometers) from the Indanan clashes, Arevalo said.","[(0, 'Villagers'), (1, 'told'), (2, 'the'), (3, 'military'), (4, 'that'), (5, 'they'), (6, 'saw'), (7, 'Vagni'), (8, 'taking'), (9, 'a'), (10, 'bath'), (11, 'under'), (12, 'guard'), (13, 'later'), (14, 'Thursday'), (15, 'in'), (16, 'a'), (17, 'coastal'), (18, 'area'), (19, 'in'), (20, 'Jolo'), (21, ""'s""), (22, 'Parang'), (23, 'township'), (24, ','), (25, 'about'), (26, '3'), (27, 'miles'), (28, '-LRB-'), (29, '5'), (30, 'kilometers'), (31, '-RRB-'), (32, 'from'), (33, 'the'), (34, 'Indanan'), (35, 'clashes'), (36, ','), (37, 'Arevalo'), (38, 'said'), (39, '.')]",7,7,20,20,,,,,
AFP_ENG_20100513.0477,098f60af8fa433cd1a14,"Dutch newspaper Babants Dagblad said the boy was likely Ruben van Assouw from Tilburg in the southern Netherlands who had been on safari in South Africa with his mother Trudy , 41, father Patrick , 40, and his brother Enzo , 11.","[(0, 'Dutch'), (1, 'newspaper'), (2, 'Babants'), (3, 'Dagblad'), (4, 'said'), (5, 'the'), (6, 'boy'), (7, 'was'), (8, 'likely'), (9, 'Ruben'), (10, 'van'), (11, 'Assouw'), (12, 'from'), (13, 'Tilburg'), (14, 'in'), (15, 'the'), (16, 'southern'), (17, 'Netherlands'), (18, 'who'), (19, 'had'), (20, 'been'), (21, 'on'), (22, 'safari'), (23, 'in'), (24, 'South'), (25, 'Africa'), (26, 'with'), (27, 'his'), (28, 'mother'), (29, 'Trudy'), (30, ','), (31, '41'), (32, ','), (33, 'father'), (34, 'Patrick'), (35, ','), (36, '40'), (37, ','), (38, 'and'), (39, 'his'), (40, 'brother'), (41, 'Enzo'), (42, ','), (43, '11'), (44, '.')]",9,11,13,13,,,,,
APW_ENG_20090611.0802,098f60af8f382e81501c,"Amanda Knox, an exchange student from Seattle, is on trial in the central Italian town of Perugia for the death of her roommate and fellow student, the 21-year-old Meredith Kercher.","[(0, 'Amanda'), (1, 'Knox'), (2, ','), (3, 'an'), (4, 'exchange'), (5, 'student'), (6, 'from'), (7, 'Seattle'), (8, ','), (9, 'is'), (10, 'on'), (11, 'trial'), (12, 'in'), (13, 'the'), (14, 'central'), (15, 'Italian'), (16, 'town'), (17, 'of'), (18, 'Perugia'), (19, 'for'), (20, 'the'), (21, 'death'), (22, 'of'), (23, 'her'), (24, 'roommate'), (25, 'and'), (26, 'fellow'), (27, 'student'), (28, ','), (29, 'the'), (30, '21-year-old'), (31, 'Meredith'), (32, 'Kercher'), (33, '.')]",0,1,7,7,,,,,
APW_ENG_20101207.0076,098f60af8f96d32d242f,"Looking Cloud, who was convicted of murder in 2004, testified that he, Graham and Clark kidnapped Aquash from Denver and took her to Rapid City.","[(0, 'Looking'), (1, 'Cloud'), (2, ','), (3, 'who'), (4, 'was'), (5, 'convicted'), (6, 'of'), (7, 'murder'), (8, 'in'), (9, '2004'), (10, ','), (11, 'testified'), (12, 'that'), (13, 'he'), (14, ','), (15, 'Graham'), (16, 'and'), (17, 'Clark'), (18, 'kidnapped'), (19, 'Aquash'), (20, 'from'), (21, 'Denver'), (22, 'and'), (23, 'took'), (24, 'her'), (25, 'to'), (26, 'Rapid'), (27, 'City'), (28, '.')]",24,24,21,21,,,,,
APW_ENG_20101216.0750,098f60af8fe5b29ad203,"Meredith Kercher's stabbed body was found in the room of an apartment in Perugia she shared with American student Amanda Knox, who was convicted in a separate trial of the murder and sentenced to 26 years.","[(0, 'Meredith'), (1, 'Kercher'), (2, ""'s""), (3, 'stabbed'), (4, 'body'), (5, 'was'), (6, 'found'), (7, 'in'), (8, 'the'), (9, 'room'), (10, 'of'), (11, 'an'), (12, 'apartment'), (13, 'in'), (14, 'Perugia'), (15, 'she'), (16, 'shared'), (17, 'with'), (18, 'American'), (19, 'student'), (20, 'Amanda'), (21, 'Knox'), (22, ','), (23, 'who'), (24, 'was'), (25, 'convicted'), (26, 'in'), (27, 'a'), (28, 'separate'), (29, 'trial'), (30, 'of'), (31, 'the'), (32, 'murder'), (33, 'and'), (34, 'sentenced'), (35, 'to'), (36, '26'), (37, 'years'), (38, '.')]",20,21,14,14,,,,,
XIN_ENG_20100626.0239,098f60af8f7e12fdb113,"Eliza Samudio, Bruno's ex-girlfriend and his 4-month-old baby boy's mother, disappeared from her hometown of Belo Horizonte, Minas Gerais.","[(0, 'Eliza'), (1, 'Samudio'), (2, ','), (3, 'Bruno'), (4, ""'s""), (5, 'ex-girlfriend'), (6, 'and'), (7, 'his'), (8, '4-month-old'), (9, 'baby'), (10, 'boy'), (11, ""'s""), (12, 'mother'), (13, ','), (14, 'disappeared'), (15, 'from'), (16, 'her'), (17, 'hometown'), (18, 'of'), (19, 'Belo'), (20, 'Horizonte'), (21, ','), (22, 'Minas'), (23, 'Gerais'), (24, '.')]",0,1,19,20,,,,,
AFP_ENG_20100218.0543,098f60af8f7977ede86b,"The missionaries' leader Laura Silsby and Charisa Coulter remained in detention in Port-au-Prince because Saint-Vil wants to determine their motives for a trip to Haiti before the quake during which they visited an orphanage in the country's north, Fleurant said.","[(0, 'The'), (1, 'missionaries'), (2, ""'""), (3, 'leader'), (4, 'Laura'), (5, 'Silsby'), (6, 'and'), (7, 'Charisa'), (8, 'Coulter'), (9, 'remained'), (10, 'in'), (11, 'detention'), (12, 'in'), (13, 'Port-au-Prince'), (14, 'because'), (15, 'Saint-Vil'), (16, 'wants'), (17, 'to'), (18, 'determine'), (19, 'their'), (20, 'motives'), (21, 'for'), (22, 'a'), (23, 'trip'), (24, 'to'), (25, 'Haiti'), (26, 'before'), (27, 'the'), (28, 'quake'), (29, 'during'), (30, 'which'), (31, 'they'), (32, 'visited'), (33, 'an'), (34, 'orphanage'), (35, 'in'), (36, 'the'), (37, 'country'), (38, ""'s""), (39, 'north'), (40, ','), (41, 'Fleurant'), (42, 'said'), (43, '.')]",4,5,13,13,,,,,
APW_ENG_20101202.0773,098f60af8f53144b294f,"Judy Gross says he was working at a Jewish community center in Havana, helping Jewish groups on the island communicate with one another and get access to the Internet so they could look at Wikipedia and online prayer books.","[(0, 'Judy'), (1, 'Gross'), (2, 'says'), (3, 'he'), (4, 'was'), (5, 'working'), (6, 'at'), (7, 'a'), (8, 'Jewish'), (9, 'community'), (10, 'center'), (11, 'in'), (12, 'Havana'), (13, ','), (14, 'helping'), (15, 'Jewish'), (16, 'groups'), (17, 'on'), (18, 'the'), (19, 'island'), (20, 'communicate'), (21, 'with'), (22, 'one'), (23, 'another'), (24, 'and'), (25, 'get'), (26, 'access'), (27, 'to'), (28, 'the'), (29, 'Internet'), (30, 'so'), (31, 'they'), (32, 'could'), (33, 'look'), (34, 'at'), (35, 'Wikipedia'), (36, 'and'), (37, 'online'), (38, 'prayer'), (39, 'books'), (40, '.')]",3,3,12,12,,,,,
eng-NG-31-100841-10920936,098f60af8f48e5367825,"* Perpetrators of Maltreatment * Tamaihia, who was placed in Walker's south Sacramento home last month, died on Monday.","[(0, '*'), (1, 'Perpetrators'), (2, 'of'), (3, 'Maltreatment'), (4, '*'), (5, 'Tamaihia'), (6, ','), (7, 'who'), (8, 'was'), (9, 'placed'), (10, 'in'), (11, 'Walker'), (12, ""'s""), (13, 'south'), (14, 'Sacramento'), (15, 'home'), (16, 'last'), (17, 'month'), (18, ','), (19, 'died'), (20, 'on'), (21, 'Monday'), (22, '.')]",5,5,14,14,,,,,
APW_ENG_20091112.0106,098f60af8f6b843cef21,"The Feb. 16 attack occurred when the 200-pound (90-kilogram) animal's owner, Sandra Herold, asked Nash, her friend and employee, to help lure the animal back into her house in Stamford, Connecticut.","[(0, 'The'), (1, 'Feb.'), (2, '16'), (3, 'attack'), (4, 'occurred'), (5, 'when'), (6, 'the'), (7, '200-pound'), (8, '-LRB-'), (9, '90-kilogram'), (10, '-RRB-'), (11, 'animal'), (12, ""'s""), (13, 'owner'), (14, ','), (15, 'Sandra'), (16, 'Herold'), (17, ','), (18, 'asked'), (19, 'Nash'), (20, ','), (21, 'her'), (22, 'friend'), (23, 'and'), (24, 'employee'), (25, ','), (26, 'to'), (27, 'help'), (28, 'lure'), (29, 'the'), (30, 'animal'), (31, 'back'), (32, 'into'), (33, 'her'), (34, 'house'), (35, 'in'), (36, 'Stamford'), (37, ','), (38, 'Connecticut'), (39, '.')]",15,16,36,36,,,,,
